14	448
57	488
42	359
7	451
11	440
108	533
22	474
59	337
44	389
13	529
97	474
14	392
13	400
116	455
6	414
30	496
58	448
26	355
26	514
44	544
43	503
58	433
48	511
7	340
125	374
105	500
44	548
14	422
13	500
85	426
6	477
22	529
100	455
23	529
14	392
11	352
46	537
8	540
61	355
6	514
28	481
98	333
6	500
87	414
27	533
30	459
56	522
63	459
97	444
8	422
11	337
122	407
53	385
11	448
32	348
7	500
13	481
8	525
12	514
50	348
7	370
11	451
12	433
6	474
111	544
97	481
97	385
46	551
86	333
30	459
30	466
12	522
58	381
13	555
104	444
11	470
89	455
12	466
12	422
97	525
11	455
15	348
24	455
5	503
12	455
43	518
6	444
13	488
106	488
7	374
55	411
11	485
5	381
56	544
97	518
22	385
119	370
6	537
5	348
6	537
13	459
11	422
6	418
22	400
15	437
45	366
12	537
13	466
15	396
6	522
8	481
8	355
31	492
109	544
29	477
112	411
11	407
51	389
97	411
8	514
121	437
101	437
27	488
44	525
28	418
51	488
5	337
111	529
97	533
50	400
8	429
12	411
13	429
27	437
14	511
56	407
11	377
15	359
84	381
6	503
11	481
12	540
11	492
99	455
11	492
49	496
7	522
21	529
6	340
113	444
24	492
6	337
31	496
86	455
15	500
12	455
15	488
44	403
55	370
15	500
15	370
29	363
8	488
61	555
85	459
21	551
11	507
31	344
110	370
87	555
30	344
50	392
6	355
16	377
47	355
12	537
108	426
42	355
45	352
27	551
11	455
49	396
15	477
105	392
61	348
6	429
12	481
100	414
25	437
96	537
46	440
8	537
6	411
6	400
86	488
22	492
53	396
30	548
6	496
55	389
99	392
23	337
12	488
11	407
97	448
58	366
60	488
123	481
15	537
91	370
84	355
6	503
15	477
7	488
12	503
15	477
31	414
117	348
31	385
32	440
91	433
25	525
6	455
46	459
29	444
22	448
58	514
46	485
15	496
55	385
123	411
11	448
7	344
14	551
92	463
15	507
7	544
13	366
13	455
8	448
43	359
11	511
6	511
8	396
11	488
11	381
15	389
58	385
8	537
28	414
24	466
44	348
24	544
26	533
93	414
107	492
108	429
11	418
30	511
6	492
56	500
6	459
8	363
57	463
123	503
125	411
14	451
13	359
54	414
12	340
58	411
28	529
102	381
7	448
85	518
6	396
7	396
84	518
93	540
12	466
30	392
122	437
14	481
6	514
15	451
7	429
14	363
113	366
21	503
29	433
12	448
58	333
100	551
23	348
51	385
7	548
7	377
107	511
7	474
28	400
50	507
15	403
12	544
31	555
49	344
15	348
12	555
8	474
44	551
30	459
15	348
87	370
23	451
91	344
7	333
27	500
28	381
12	477
61	555
52	463
14	411
8	507
120	470
